question,player,stat,line,liquidity,volume,yes_won,end_date
Paul George: Rebounds O/U 1.5,Paul George,Rebounds,1.5,0.0,69.58,True,2026-04-12T22:00:00+00:00
VJ Edgecombe: Rebounds O/U 1.5,VJ Edgecombe,Rebounds,1.5,0.0,119.58,True,2026-04-12T22:00:00+00:00
AJ Green: Rebounds O/U 0.5,AJ Green,Rebounds,0.5,0.0,49.58,True,2026-04-12T22:00:00+00:00
AJ Green: Points O/U 3.5,AJ Green,Points,3.5,0.0,55.16,True,2026-04-12T22:00:00+00:00
Brandon Ingram: Points O/U 5.5,Brandon Ingram,Points,5.5,0.0,131.15,True,2026-04-12T22:00:00+00:00
Scottie Barnes: Points O/U 4.5,Scottie Barnes,Points,4.5,0.0,136.15,True,2026-04-12T22:00:00+00:00
RJ Barrett: Points O/U 4.5,RJ Barrett,Points,4.5,0.0,155.30165,True,2026-04-12T22:00:00+00:00
Immanuel Quickley: Points O/U 3.5,Immanuel Quickley,Points,3.5,0.0,141.73000000000002,True,2026-04-12T22:00:00+00:00
Jakob Poeltl: Points O/U 3.5,Jakob Poeltl,Points,3.5,0.0,295.536486,True,2026-04-12T22:00:00+00:00
Ben Saraf: Points O/U 3.5,Ben Saraf,Points,3.5,0.0,131.15,True,2026-04-12T22:00:00+00:00
Jakob Poeltl: Rebounds O/U 2.5,Jakob Poeltl,Rebounds,2.5,0.0,84.44164,True,2026-04-12T22:00:00+00:00
Scottie Barnes: Rebounds O/U 1.5,Scottie Barnes,Rebounds,1.5,0.0,66.1544,True,2026-04-12T22:00:00+00:00
Brandon Ingram: Rebounds O/U 1.5,Brandon Ingram,Rebounds,1.5,0.0,61.16,True,2026-04-12T22:00:00+00:00
RJ Barrett: Rebounds O/U 1.5,RJ Barrett,Rebounds,1.5,0.0,104.57,True,2026-04-12T22:00:00+00:00
Immanuel Quickley: Rebounds O/U 0.5,Immanuel Quickley,Rebounds,0.5,0.0,61.16,True,2026-04-12T22:00:00+00:00
Ben Saraf: Rebounds O/U 0.5,Ben Saraf,Rebounds,0.5,0.0,69.58,True,2026-04-12T22:00:00+00:00
Brandon Ingram: Assists O/U 1.5,Brandon Ingram,Assists,1.5,0.0,54.99,True,2026-04-12T22:00:00+00:00
Immanuel Quickley: Assists O/U 1.5,Immanuel Quickley,Assists,1.5,0.0,79.57,True,2026-04-12T22:00:00+00:00
Scottie Barnes: Assists O/U 1.5,Scottie Barnes,Assists,1.5,0.0,54.58,True,2026-04-12T22:00:00+00:00
Ben Saraf: Assists O/U 0.5,Ben Saraf,Assists,0.5,0.0,80.035,True,2026-04-12T22:00:00+00:00
Jakob Poeltl: Assists O/U 0.5,Jakob Poeltl,Assists,0.5,0.0,75.5744,True,2026-04-12T22:00:00+00:00
RJ Barrett: Assists O/U 0.5,RJ Barrett,Assists,0.5,0.0,54.99,True,2026-04-12T22:00:00+00:00
Immanuel Quickley: Points O/U 2.5,Immanuel Quickley,Points,2.5,0.0,141.73000000000002,True,2026-04-12T22:00:00+00:00
Brandon Ingram: Points O/U 6.5,Brandon Ingram,Points,6.5,0.0,70.0405,True,2026-04-12T22:00:00+00:00
Tyler Herro: Points O/U 5.5,Tyler Herro,Points,5.5,0.0,55.58,False,2026-04-12T22:00:00+00:00
Jalen Johnson: Points O/U 5.5,Jalen Johnson,Points,5.5,0.0,559.308,False,2026-04-12T22:00:00+00:00
Nickeil Alexander-Walker: Points O/U 5.5,Nickeil Alexander-Walker,Points,5.5,0.0,158.763,False,2026-04-12T22:00:00+00:00
Bam Adebayo: Points O/U 4.5,Bam Adebayo,Points,4.5,0.0,411.51018899999997,True,2026-04-12T22:00:00+00:00
CJ McCollum: Points O/U 4.5,CJ McCollum,Points,4.5,0.0,927.1302000000001,False,2026-04-12T22:00:00+00:00
Andrew Wiggins: Points O/U 3.5,Andrew Wiggins,Points,3.5,0.0,50.0,True,2026-04-12T22:00:00+00:00
Onyeka Okongwu: Points O/U 3.5,Onyeka Okongwu,Points,3.5,0.0,1026.13,False,2026-04-12T22:00:00+00:00
Dyson Daniels: Points O/U 3.5,Dyson Daniels,Points,3.5,0.0,2991.0765529999994,False,2026-04-12T22:00:00+00:00
Davion Mitchell: Points O/U 2.5,Davion Mitchell,Points,2.5,0.0,170.58829599999999,True,2026-04-12T22:00:00+00:00
Kel'el Ware: Points O/U 2.5,Kel'el Ware,Points,2.5,0.0,64.58,True,2026-04-12T22:00:00+00:00
Bam Adebayo: Rebounds O/U 2.5,Bam Adebayo,Rebounds,2.5,0.0,75.16,True,2026-04-12T22:00:00+00:00
Jalen Johnson: Rebounds O/U 2.5,Jalen Johnson,Rebounds,2.5,0.0,835.721178,False,2026-04-12T22:00:00+00:00
Onyeka Okongwu: Rebounds O/U 2.5,Onyeka Okongwu,Rebounds,2.5,0.0,212401.209056,False,2026-04-12T22:00:00+00:00
Kel'el Ware: Rebounds O/U 2.5,Kel'el Ware,Rebounds,2.5,0.0,49.995000000000005,True,2026-04-12T22:00:00+00:00
Tyler Herro: Rebounds O/U 1.5,Tyler Herro,Rebounds,1.5,0.0,54.99,True,2026-04-12T22:00:00+00:00
Andrew Wiggins: Rebounds O/U 1.5,Andrew Wiggins,Rebounds,1.5,0.0,68.99,True,2026-04-12T22:00:00+00:00
Dyson Daniels: Rebounds O/U 1.5,Dyson Daniels,Rebounds,1.5,0.0,841.6685540000001,False,2026-04-12T22:00:00+00:00
CJ McCollum: Rebounds O/U 0.5,CJ McCollum,Rebounds,0.5,0.0,587.11,False,2026-04-12T22:00:00+00:00
Nickeil Alexander-Walker: Rebounds O/U 0.5,Nickeil Alexander-Walker,Rebounds,0.5,0.0,1563.886865,False,2026-04-12T22:00:00+00:00
Davion Mitchell: Rebounds O/U 0.5,Davion Mitchell,Rebounds,0.5,0.0,137.32,True,2026-04-12T22:00:00+00:00
Jalen Johnson: Assists O/U 1.5,Jalen Johnson,Assists,1.5,0.0,435.51,False,2026-04-12T22:00:00+00:00
Dyson Daniels: Assists O/U 1.5,Dyson Daniels,Assists,1.5,0.0,752.9699999999999,False,2026-04-12T22:00:00+00:00
Tyler Herro: Assists O/U 1.5,Tyler Herro,Assists,1.5,0.0,70.16,True,2026-04-12T22:00:00+00:00
CJ McCollum: Assists O/U 1.5,CJ McCollum,Assists,1.5,0.0,389.28,False,2026-04-12T22:00:00+00:00
Nickeil Alexander-Walker: Assists O/U 1.5,Nickeil Alexander-Walker,Assists,1.5,0.0,605.1199999999999,False,2026-04-12T22:00:00+00:00
Davion Mitchell: Assists O/U 1.5,Davion Mitchell,Assists,1.5,0.0,72.84,False,2026-04-12T22:00:00+00:00
Andrew Wiggins: Assists O/U 0.5,Andrew Wiggins,Assists,0.5,0.0,69.58,True,2026-04-12T22:00:00+00:00
Bam Adebayo: Assists O/U 0.5,Bam Adebayo,Assists,0.5,0.0,254.57999999999998,True,2026-04-12T22:00:00+00:00
Onyeka Okongwu: Assists O/U 0.5,Onyeka Okongwu,Assists,0.5,0.0,1518.706754,False,2026-04-12T22:00:00+00:00
Kel'el Ware: Assists O/U 0.5,Kel'el Ware,Assists,0.5,0.0,54.99,True,2026-04-12T22:00:00+00:00
LeBron James: Points O/U 6.5,LeBron James,Points,6.5,0.0,505.78224800000004,True,2026-04-11T02:30:00+00:00
Dillon Brooks: Points O/U 4.5,Dillon Brooks,Points,4.5,0.0,305.01730000000003,True,2026-04-11T02:30:00+00:00
Deandre Ayton: Points O/U 4.5,Deandre Ayton,Points,4.5,0.0,66.16,True,2026-04-11T02:30:00+00:00
Mark Williams: Points O/U 3.5,Mark Williams,Points,3.5,0.0,287.28000000000003,True,2026-04-11T02:30:00+00:00
Collin Gillespie: Points O/U 3.5,Collin Gillespie,Points,3.5,0.0,130.57,True,2026-04-11T02:30:00+00:00
Mark Williams: Rebounds O/U 2.5,Mark Williams,Rebounds,2.5,0.0,404.1034,True,2026-04-11T02:30:00+00:00
Deandre Ayton: Rebounds O/U 2.5,Deandre Ayton,Rebounds,2.5,0.0,90.56439999999999,True,2026-04-11T02:30:00+00:00
LeBron James: Rebounds O/U 1.5,LeBron James,Rebounds,1.5,0.0,55.575199999999995,True,2026-04-11T02:30:00+00:00
Collin Gillespie: Rebounds O/U 0.5,Collin Gillespie,Rebounds,0.5,0.0,55.5744,True,2026-04-11T02:30:00+00:00
Dillon Brooks: Rebounds O/U 0.5,Dillon Brooks,Rebounds,0.5,0.0,61.154399999999995,True,2026-04-11T02:30:00+00:00
LeBron James: Assists O/U 2.5,LeBron James,Assists,2.5,0.0,155.869157,True,2026-04-11T02:30:00+00:00
Collin Gillespie: Assists O/U 1.5,Collin Gillespie,Assists,1.5,0.0,60.57,True,2026-04-11T02:30:00+00:00
Mark Williams: Assists O/U 0.5,Mark Williams,Assists,0.5,0.0,125.57,False,2026-04-11T02:30:00+00:00
Deandre Ayton: Assists O/U 0.5,Deandre Ayton,Assists,0.5,0.0,125.57,False,2026-04-11T02:30:00+00:00
Dillon Brooks: Assists O/U 0.5,Dillon Brooks,Assists,0.5,0.0,54.9844,True,2026-04-11T02:30:00+00:00
Rui Hachimura: Points O/U 3.5,Rui Hachimura,Points,3.5,0.0,65.57079999999999,True,2026-04-11T02:30:00+00:00
Rui Hachimura: Rebounds O/U 1.5,Rui Hachimura,Rebounds,1.5,0.0,72.4611,True,2026-04-11T02:30:00+00:00
Rui Hachimura: Assists O/U 0.5,Rui Hachimura,Assists,0.5,0.0,54.9844,True,2026-04-11T02:30:00+00:00
LeBron James: Points O/U 5.5,LeBron James,Points,5.5,0.0,122.32,True,2026-04-11T02:30:00+00:00
Deandre Ayton: Points O/U 3.5,Deandre Ayton,Points,3.5,0.0,136.15,True,2026-04-11T02:30:00+00:00
Jalen Green: Points O/U 5.5,Jalen Green,Points,5.5,0.0,204.33,False,2026-04-11T02:30:00+00:00
Jalen Green: Rebounds O/U 0.5,Jalen Green,Rebounds,0.5,0.0,209.9,False,2026-04-11T02:30:00+00:00
Jalen Green: Assists O/U 0.5,Jalen Green,Assists,0.5,0.0,209.91000000000003,False,2026-04-11T02:30:00+00:00
Marcus Smart: Points O/U 2.5,Marcus Smart,Points,2.5,0.0,186.15000000000003,True,2026-04-11T02:30:00+00:00
Rui Hachimura: Rebounds O/U 0.5,Rui Hachimura,Rebounds,0.5,0.0,49.9944,True,2026-04-11T02:30:00+00:00
Marcus Smart: Rebounds O/U 0.5,Marcus Smart,Rebounds,0.5,0.0,60.5644,True,2026-04-11T02:30:00+00:00
Marcus Smart: Assists O/U 0.5,Marcus Smart,Assists,0.5,0.0,99.87919999999998,True,2026-04-11T02:30:00+00:00
Luke Kennard: Rebounds O/U 0.5,Luke Kennard,Rebounds,0.5,0.0,54.9844,True,2026-04-11T02:30:00+00:00
Luke Kennard: Assists O/U 1.5,Luke Kennard,Assists,1.5,0.0,242.5106,True,2026-04-11T02:30:00+00:00
Grayson Allen: Assists O/U 1.5,Grayson Allen,Assists,1.5,0.0,55.5721,False,2026-04-11T02:30:00+00:00
Precious Achiuwa: Points O/U 4.5,Precious Achiuwa,Points,4.5,0.0,61.16,True,2026-04-11T02:00:00+00:00
Maxime Raynaud: Points O/U 4.5,Maxime Raynaud,Points,4.5,0.0,60.58,True,2026-04-11T02:00:00+00:00
Brandin Podziemski: Points O/U 4.5,Brandin Podziemski,Points,4.5,0.0,288.61,True,2026-04-11T02:00:00+00:00
Maxime Raynaud: Rebounds O/U 2.5,Maxime Raynaud,Rebounds,2.5,0.0,71.67509999999999,True,2026-04-11T02:00:00+00:00
Brandin Podziemski: Rebounds O/U 1.5,Brandin Podziemski,Rebounds,1.5,0.0,60.5644,True,2026-04-11T02:00:00+00:00
Brandin Podziemski: Assists O/U 1.5,Brandin Podziemski,Assists,1.5,0.0,77.3,False,2026-04-11T02:00:00+00:00
Maxime Raynaud: Assists O/U 0.5,Maxime Raynaud,Assists,0.5,0.0,86.36999999999999,True,2026-04-11T02:00:00+00:00
Precious Achiuwa: Assists O/U 0.5,Precious Achiuwa,Assists,0.5,0.0,107.22,True,2026-04-11T02:00:00+00:00
Nique Clifford: Points O/U 3.5,Nique Clifford,Points,3.5,0.0,61.16,True,2026-04-11T02:00:00+00:00
Gui Santos: Points O/U 3.5,Gui Santos,Points,3.5,0.0,392.888162,True,2026-04-11T02:00:00+00:00
Devin Carter: Points O/U 2.5,Devin Carter,Points,2.5,0.0,60.58,True,2026-04-11T02:00:00+00:00
Precious Achiuwa: Rebounds O/U 1.5,Precious Achiuwa,Rebounds,1.5,0.0,193.1,True,2026-04-11T02:00:00+00:00
Gui Santos: Rebounds O/U 1.5,Gui Santos,Rebounds,1.5,0.0,66.14439999999999,True,2026-04-11T02:00:00+00:00
Devin Carter: Rebounds O/U 0.5,Devin Carter,Rebounds,0.5,0.0,98.35,True,2026-04-11T02:00:00+00:00
Nique Clifford: Rebounds O/U 0.5,Nique Clifford,Rebounds,0.5,0.0,86.36999999999999,True,2026-04-11T02:00:00+00:00
Nique Clifford: Assists O/U 1.5,Nique Clifford,Assists,1.5,0.0,111.28439999999999,True,2026-04-11T02:00:00+00:00
Devin Carter: Assists O/U 1.5,Devin Carter,Assists,1.5,0.0,136.56,True,2026-04-11T02:00:00+00:00
Gui Santos: Assists O/U 0.5,Gui Santos,Assists,0.5,0.0,105.71,True,2026-04-11T02:00:00+00:00
Gui Santos: Points O/U 4.5,Gui Santos,Points,4.5,0.0,60.58,True,2026-04-11T02:00:00+00:00
Precious Achiuwa: Rebounds O/U 2.5,Precious Achiuwa,Rebounds,2.5,0.0,55.5744,True,2026-04-11T02:00:00+00:00
Devin Carter: Rebounds O/U 1.5,Devin Carter,Rebounds,1.5,0.0,154.9744,True,2026-04-11T02:00:00+00:00
Nique Clifford: Rebounds O/U 1.5,Nique Clifford,Rebounds,1.5,0.0,66.14439999999999,True,2026-04-11T02:00:00+00:00
Brandin Podziemski: Points O/U 3.5,Brandin Podziemski,Points,3.5,0.0,231.51,True,2026-04-11T02:00:00+00:00
De'Anthony Melton: Points O/U 3.5,De'Anthony Melton,Points,3.5,0.0,60.58,True,2026-04-11T02:00:00+00:00
Kristaps Porzingis: Points O/U 3.5,Kristaps Porzingis,Points,3.5,0.0,158.9756,True,2026-04-11T02:00:00+00:00
Draymond Green: Rebounds O/U 1.5,Draymond Green,Rebounds,1.5,0.0,109.08,True,2026-04-11T02:00:00+00:00
Draymond Green: Assists O/U 1.5,Draymond Green,Assists,1.5,0.0,63.08,True,2026-04-11T02:00:00+00:00
Brandin Podziemski: Assists O/U 0.5,Brandin Podziemski,Assists,0.5,0.0,116.84,True,2026-04-11T02:00:00+00:00
De'Anthony Melton: Assists O/U 0.5,De'Anthony Melton,Assists,0.5,0.0,95.89,True,2026-04-11T02:00:00+00:00
Kristaps Porzingis: Assists O/U 0.5,Kristaps Porzingis,Assists,0.5,0.0,60.5644,True,2026-04-11T02:00:00+00:00
Bennedict Mathurin: Points O/U 14.5,Bennedict Mathurin,Points,14.5,0.0,277.084055,False,2026-04-11T02:00:00+00:00
John Collins: Points O/U 12.5,John Collins,Points,12.5,0.0,62.3623,False,2026-04-11T02:00:00+00:00
Donovan Clingan: Points O/U 12.5,Donovan Clingan,Points,12.5,0.0,1139.57,True,2026-04-11T02:00:00+00:00
Donovan Clingan: Assists O/U 1.5,Donovan Clingan,Assists,1.5,0.0,144.15282100000002,True,2026-04-11T02:00:00+00:00
Kawhi Leonard: Points O/U 27.5,Kawhi Leonard,Points,27.5,0.0,909.043041,False,2026-04-11T02:00:00+00:00
Deni Avdija: Points O/U 25.5,Deni Avdija,Points,25.5,0.0,379.40802199999996,True,2026-04-11T02:00:00+00:00
Scoot Henderson: Points O/U 14.5,Scoot Henderson,Points,14.5,0.0,185.73797,False,2026-04-11T02:00:00+00:00
Darius Garland: Points O/U 20.5,Darius Garland,Points,20.5,0.0,92.25124699999999,False,2026-04-11T02:00:00+00:00
Jrue Holiday: Points O/U 17.5,Jrue Holiday,Points,17.5,0.0,2004.82528,False,2026-04-11T02:00:00+00:00
Toumani Camara: Points O/U 12.5,Toumani Camara,Points,12.5,0.0,108.357294,False,2026-04-11T02:00:00+00:00
Brook Lopez: Points O/U 11.5,Brook Lopez,Points,11.5,0.0,286.32538300000004,True,2026-04-11T02:00:00+00:00
Donovan Clingan: Rebounds O/U 12.5,Donovan Clingan,Rebounds,12.5,0.0,672.808054,True,2026-04-11T02:00:00+00:00
Kawhi Leonard: Rebounds O/U 6.5,Kawhi Leonard,Rebounds,6.5,0.0,327.713511,True,2026-04-11T02:00:00+00:00
Deni Avdija: Rebounds O/U 6.5,Deni Avdija,Rebounds,6.5,0.0,357.55189999999993,False,2026-04-11T02:00:00+00:00
Brook Lopez: Rebounds O/U 5.5,Brook Lopez,Rebounds,5.5,0.0,174.660636,True,2026-04-11T02:00:00+00:00
John Collins: Rebounds O/U 5.5,John Collins,Rebounds,5.5,0.0,230.2622,False,2026-04-11T02:00:00+00:00
Toumani Camara: Rebounds O/U 5.5,Toumani Camara,Rebounds,5.5,0.0,160.185382,False,2026-04-11T02:00:00+00:00
Jrue Holiday: Rebounds O/U 4.5,Jrue Holiday,Rebounds,4.5,0.0,286.939034,False,2026-04-11T02:00:00+00:00
Bennedict Mathurin: Rebounds O/U 4.5,Bennedict Mathurin,Rebounds,4.5,0.0,155.57,False,2026-04-11T02:00:00+00:00
Derrick Jones Jr.: Rebounds O/U 3.5,Derrick Jones Jr.,Rebounds,3.5,0.0,60.58,False,2026-04-11T02:00:00+00:00
Kris Dunn: Rebounds O/U 3.5,Kris Dunn,Rebounds,3.5,0.0,60.57,True,2026-04-11T02:00:00+00:00
Darius Garland: Assists O/U 6.5,Darius Garland,Assists,6.5,0.0,181.2232,True,2026-04-11T02:00:00+00:00
Deni Avdija: Assists O/U 6.5,Deni Avdija,Assists,6.5,0.0,73.50210200000001,False,2026-04-11T02:00:00+00:00
Jrue Holiday: Assists O/U 5.5,Jrue Holiday,Assists,5.5,0.0,74.529931,False,2026-04-11T02:00:00+00:00
Kawhi Leonard: Assists O/U 3.5,Kawhi Leonard,Assists,3.5,0.0,163.33936899999998,True,2026-04-11T02:00:00+00:00
Scoot Henderson: Assists O/U 3.5,Scoot Henderson,Assists,3.5,0.0,55.58,False,2026-04-11T02:00:00+00:00
Kris Dunn: Assists O/U 3.5,Kris Dunn,Assists,3.5,0.0,136.8105,False,2026-04-11T02:00:00+00:00
Toumani Camara: Assists O/U 2.5,Toumani Camara,Assists,2.5,0.0,144.15615200000002,True,2026-04-11T02:00:00+00:00
Toumani Camara: Assists O/U 1.5,Toumani Camara,Assists,1.5,0.0,54.99,True,2026-04-11T02:00:00+00:00
Donovan Clingan: Assists O/U 0.5,Donovan Clingan,Assists,0.5,0.0,131.12,True,2026-04-11T02:00:00+00:00
Cody Williams: Points O/U 5.5,Cody Williams,Points,5.5,0.0,155.5625,True,2026-04-11T01:30:00+00:00
Cody Williams: Rebounds O/U 1.5,Cody Williams,Rebounds,1.5,0.0,60.57,True,2026-04-11T01:30:00+00:00
Cody Williams: Assists O/U 1.5,Cody Williams,Assists,1.5,0.0,119.99,True,2026-04-11T01:30:00+00:00
Ace Bailey: Points O/U 5.5,Ace Bailey,Points,5.5,0.0,130.57,True,2026-04-11T01:30:00+00:00
Ace Bailey: Rebounds O/U 1.5,Ace Bailey,Rebounds,1.5,0.0,66.14999999999999,True,2026-04-11T01:30:00+00:00
Ace Bailey: Assists O/U 0.5,Ace Bailey,Assists,0.5,0.0,80.0,True,2026-04-11T01:30:00+00:00
Bez Mbeng: Points O/U 3.5,Bez Mbeng,Points,3.5,0.0,65.57,True,2026-04-11T01:30:00+00:00
Bez Mbeng: Rebounds O/U 0.5,Bez Mbeng,Rebounds,0.5,0.0,409.99,True,2026-04-11T01:30:00+00:00
Bez Mbeng: Assists O/U 0.5,Bez Mbeng,Assists,0.5,0.0,54.99,True,2026-04-11T01:30:00+00:00
Bez Mbeng: Assists O/U 1.5,Bez Mbeng,Assists,1.5,0.0,60.57,True,2026-04-11T01:30:00+00:00
Ace Bailey: Points O/U 22.5,Ace Bailey,Points,22.5,0.0,54.99,True,2026-04-11T01:30:00+00:00
Cody Williams: Points O/U 20.5,Cody Williams,Points,20.5,0.0,55.58,False,2026-04-11T01:30:00+00:00
Bez Mbeng: Points O/U 13.5,Bez Mbeng,Points,13.5,0.0,60.57,True,2026-04-11T01:30:00+00:00
Cody Williams: Rebounds O/U 5.5,Cody Williams,Rebounds,5.5,0.0,55.58,False,2026-04-11T01:30:00+00:00
Ace Bailey: Rebounds O/U 5.5,Ace Bailey,Rebounds,5.5,0.0,65.56439999999999,True,2026-04-11T01:30:00+00:00
Bez Mbeng: Assists O/U 5.5,Bez Mbeng,Assists,5.5,0.0,54.99,True,2026-04-11T01:30:00+00:00
Cody Williams: Assists O/U 4.5,Cody Williams,Assists,4.5,0.0,362.67255,True,2026-04-11T01:30:00+00:00
Ace Bailey: Assists O/U 2.5,Ace Bailey,Assists,2.5,0.0,66.15,False,2026-04-11T01:30:00+00:00
Bez Mbeng: Points O/U 12.5,Bez Mbeng,Points,12.5,0.0,60.57,True,2026-04-11T01:30:00+00:00
Bez Mbeng: Rebounds O/U 4.5,Bez Mbeng,Rebounds,4.5,0.0,60.57,True,2026-04-11T01:30:00+00:00
Amen Thompson: Points O/U 17.5,Amen Thompson,Points,17.5,0.0,2162.252829,True,2026-04-11T01:30:00+00:00
Jabari Smith Jr.: Points O/U 15.5,Jabari Smith Jr.,Points,15.5,0.0,262.115293,True,2026-04-11T01:30:00+00:00
Amen Thompson: Rebounds O/U 7.5,Amen Thompson,Rebounds,7.5,0.0,379.873792,True,2026-04-11T01:30:00+00:00
Jabari Smith Jr.: Rebounds O/U 6.5,Jabari Smith Jr.,Rebounds,6.5,0.0,177.801333,False,2026-04-11T01:30:00+00:00
Amen Thompson: Assists O/U 5.5,Amen Thompson,Assists,5.5,0.0,82.844839,True,2026-04-11T01:30:00+00:00
Kevin Durant: Points O/U 25.5,Kevin Durant,Points,25.5,0.0,237.225619,True,2026-04-11T01:30:00+00:00
Kevin Durant: Rebounds O/U 5.5,Kevin Durant,Rebounds,5.5,0.0,286.189128,True,2026-04-11T01:30:00+00:00
Kevin Durant: Assists O/U 5.5,Kevin Durant,Assists,5.5,0.0,675.9504,True,2026-04-11T01:30:00+00:00
Julius Randle: Points O/U 5.5,Julius Randle,Points,5.5,0.0,173.07,False,2026-04-11T01:30:00+00:00
Josh Okogie: Points O/U 0.5,Josh Okogie,Points,0.5,0.0,50.58,True,2026-04-11T01:30:00+00:00
Julius Randle: Rebounds O/U 1.5,Julius Randle,Rebounds,1.5,0.0,2594.823,False,2026-04-11T01:30:00+00:00
Josh Okogie: Rebounds O/U 0.5,Josh Okogie,Rebounds,0.5,0.0,54.99,True,2026-04-11T01:30:00+00:00
Julius Randle: Assists O/U 1.5,Julius Randle,Assists,1.5,0.0,192.65,False,2026-04-11T01:30:00+00:00
Jabari Smith Jr.: Assists O/U 0.5,Jabari Smith Jr.,Assists,0.5,0.0,60.57,True,2026-04-11T01:30:00+00:00
Josh Okogie: Assists O/U 0.5,Josh Okogie,Assists,0.5,0.0,54.9844,True,2026-04-11T01:30:00+00:00
Julius Randle: Points O/U 4.5,Julius Randle,Points,4.5,0.0,105.0,False,2026-04-11T01:30:00+00:00
Josh Okogie: Points O/U 1.5,Josh Okogie,Points,1.5,0.0,161.42,True,2026-04-11T01:30:00+00:00
Anthony Edwards: Points O/U 5.5,Anthony Edwards,Points,5.5,0.0,159.758425,True,2026-04-11T01:30:00+00:00
Naz Reid: Rebounds O/U 1.5,Naz Reid,Rebounds,1.5,0.0,273.0608,False,2026-04-11T01:30:00+00:00
Donte DiVincenzo: Rebounds O/U 0.5,Donte DiVincenzo,Rebounds,0.5,0.0,54.99,True,2026-04-11T01:30:00+00:00
Jaden McDaniels: Rebounds O/U 0.5,Jaden McDaniels,Rebounds,0.5,0.0,70.57000000000001,True,2026-04-11T01:30:00+00:00
Anthony Edwards: Rebounds O/U 0.5,Anthony Edwards,Rebounds,0.5,0.0,55.58,True,2026-04-11T01:30:00+00:00
Donte DiVincenzo: Assists O/U 0.5,Donte DiVincenzo,Assists,0.5,0.0,54.99,True,2026-04-11T01:30:00+00:00
Jaden McDaniels: Assists O/U 0.5,Jaden McDaniels,Assists,0.5,0.0,50.0,True,2026-04-11T01:30:00+00:00
Anthony Edwards: Assists O/U 0.5,Anthony Edwards,Assists,0.5,0.0,50.0,True,2026-04-11T01:30:00+00:00
Naz Reid: Assists O/U 0.5,Naz Reid,Assists,0.5,0.0,283.0608,False,2026-04-11T01:30:00+00:00
Jamal Murray: Points O/U 6.5,Jamal Murray,Points,6.5,0.0,3033.2733780000003,False,2026-04-11T01:00:00+00:00
Aaron Gordon: Points O/U 4.5,Aaron Gordon,Points,4.5,0.0,364.77111,False,2026-04-11T01:00:00+00:00
Aaron Wiggins: Points O/U 4.5,Aaron Wiggins,Points,4.5,0.0,193.60439300000002,True,2026-04-11T01:00:00+00:00
Cameron Johnson: Points O/U 3.5,Cameron Johnson,Points,3.5,0.0,394.797183,False,2026-04-11T01:00:00+00:00
Luguentz Dort: Points O/U 3.5,Luguentz Dort,Points,3.5,0.0,55.58,True,2026-04-11T01:00:00+00:00
Christian Braun: Points O/U 3.5,Christian Braun,Points,3.5,0.0,324.77111,False,2026-04-11T01:00:00+00:00
Kenrich Williams: Points O/U 3.5,Kenrich Williams,Points,3.5,0.0,165.57000000000002,True,2026-04-11T01:00:00+00:00
Jamal Murray: Rebounds O/U 1.5,Jamal Murray,Rebounds,1.5,0.0,245.68609999999998,False,2026-04-11T01:00:00+00:00
Aaron Gordon: Rebounds O/U 1.5,Aaron Gordon,Rebounds,1.5,0.0,251.72393900000003,False,2026-04-11T01:00:00+00:00
Christian Braun: Rebounds O/U 1.5,Christian Braun,Rebounds,1.5,0.0,56.14,False,2026-04-11T01:00:00+00:00
Aaron Wiggins: Rebounds O/U 1.5,Aaron Wiggins,Rebounds,1.5,0.0,54.99,True,2026-04-11T01:00:00+00:00
Kenrich Williams: Rebounds O/U 1.5,Kenrich Williams,Rebounds,1.5,0.0,54.99,True,2026-04-11T01:00:00+00:00
Luguentz Dort: Rebounds O/U 1.5,Luguentz Dort,Rebounds,1.5,0.0,54.99,True,2026-04-11T01:00:00+00:00
Cameron Johnson: Rebounds O/U 0.5,Cameron Johnson,Rebounds,0.5,0.0,201.16,False,2026-04-11T01:00:00+00:00
Jamal Murray: Assists O/U 1.5,Jamal Murray,Assists,1.5,0.0,161.7965,False,2026-04-11T01:00:00+00:00
Aaron Gordon: Assists O/U 0.5,Aaron Gordon,Assists,0.5,0.0,71.16,False,2026-04-11T01:00:00+00:00
Christian Braun: Assists O/U 0.5,Christian Braun,Assists,0.5,0.0,65.178,False,2026-04-11T01:00:00+00:00
Luguentz Dort: Assists O/U 0.5,Luguentz Dort,Assists,0.5,0.0,60.57,True,2026-04-11T01:00:00+00:00
Kenrich Williams: Assists O/U 0.5,Kenrich Williams,Assists,0.5,0.0,54.99,True,2026-04-11T01:00:00+00:00
Cameron Johnson: Assists O/U 0.5,Cameron Johnson,Assists,0.5,0.0,201.16,False,2026-04-11T01:00:00+00:00
Aaron Wiggins: Assists O/U 0.5,Aaron Wiggins,Assists,0.5,0.0,54.99,True,2026-04-11T01:00:00+00:00
Jared McCain: Points O/U 4.5,Jared McCain,Points,4.5,0.0,340.865413,True,2026-04-11T01:00:00+00:00
Jared McCain: Rebounds O/U 1.5,Jared McCain,Rebounds,1.5,0.0,66.15,False,2026-04-11T01:00:00+00:00
Jared McCain: Assists O/U 1.5,Jared McCain,Assists,1.5,0.0,54.99,True,2026-04-11T01:00:00+00:00
